tissue	sample_type	tpm
ACC	normal	3.5669
ACC	normal	3.4984
ACC	normal	3.6172
ACC	normal	3.9337
ACC	normal	3.795
ACC	normal	3.2572
ACC	normal	2.2144
ACC	normal	3.1604
ACC	normal	2.5731
ACC	normal	3.4183
ACC	normal	3.7094
ACC	normal	3.7345
ACC	normal	3.9079
ACC	normal	3.4856
ACC	normal	3.2602
ACC	normal	3.2959
ACC	normal	2.5876
ACC	normal	3.5633
ACC	normal	3.7656
ACC	normal	2.8381
ACC	normal	3.6195
ACC	normal	2.6418
ACC	normal	3.5274
ACC	normal	3.8401
ACC	normal	3.7226
ACC	normal	2.8994
ACC	normal	3.242
ACC	normal	3.9728
ACC	normal	3.245
ACC	normal	3.755
ACC	normal	4.0295
ACC	normal	3.3192
ACC	normal	3.1278
ACC	normal	3.8147
ACC	normal	3.6646
ACC	normal	2.7763
ACC	normal	3.716
ACC	normal	2.5924
ACC	normal	3.5274
ACC	normal	3.5935
ACC	normal	3.1781
ACC	normal	3.7248
ACC	normal	3.8157
ACC	normal	4.0653
ACC	normal	3.4277
ACC	normal	4.0696
ACC	normal	3.7625
ACC	normal	0.605
ACC	normal	2.1541
ACC	normal	2.1345
ACC	normal	2.0638
ACC	normal	4.1547
ACC	normal	2.9562
ACC	normal	4.1506
ACC	normal	3.7378
ACC	normal	3.4971
ACC	normal	3.0481
ACC	normal	3.7182
ACC	normal	3.869
ACC	normal	3.9356
ACC	normal	3.5657
ACC	normal	3.8511
ACC	normal	3.5645
ACC	normal	3.186
ACC	normal	4.3765
ACC	normal	3.9204
ACC	normal	3.9938
ACC	normal	3.9468
ACC	normal	3.5324
ACC	normal	4.1244
ACC	normal	3.8886
ACC	normal	2.9765
ACC	normal	3.492
ACC	normal	4.6628
ACC	normal	3.7614
ACC	normal	1.5758
ACC	normal	3.793
ACC	normal	3.402
ACC	normal	3.8044
ACC	normal	2.59
ACC	normal	3.8611
ACC	normal	1.6604
ACC	normal	3.6417
ACC	normal	3.6006
ACC	normal	3.8401
ACC	normal	3.6066
ACC	normal	3.8239
ACC	normal	4.01
ACC	normal	3.7846
ACC	normal	3.3032
ACC	normal	4.1844
ACC	normal	3.0305
ACC	normal	4.0242
ACC	normal	3.5947
ACC	normal	3.4197
ACC	normal	3.772
ACC	normal	-9.9658
ACC	normal	4.3506
ACC	normal	3.0074
ACC	normal	3.9608
ACC	normal	3.0995
ACC	normal	2.7615
ACC	normal	3.6646
ACC	normal	4.2427
ACC	normal	3.5947
ACC	normal	3.5682
ACC	normal	2.1734
ACC	normal	3.652
ACC	normal	3.7039
ACC	normal	2.5213
ACC	normal	3.027
ACC	normal	3.8866
ACC	normal	3.6195
ACC	normal	3.5887
ACC	normal	3.7857
ACC	normal	3.5682
ACC	normal	3.6972
ACC	normal	3.6894
ACC	normal	4.0807
ACC	normal	4.0392
ACC	normal	4.1764
ACC	normal	3.5411
ACC	normal	3.5899
ACC	normal	3.5098
ACC	normal	3.8491
ACC	normal	1.9302
ACC	normal	2.5634
ACC	normal	3.9524
ACC	tumor	3.3177
ACC	tumor	1.8996
ACC	tumor	4.041
ACC	tumor	3.5669
ACC	tumor	3.0978
ACC	tumor	3.8778
ACC	tumor	4.1327
ACC	tumor	4.7442
ACC	tumor	4.5066
ACC	tumor	4.1628
ACC	tumor	3.8837
ACC	tumor	3.0446
ACC	tumor	3.2496
ACC	tumor	3.9829
ACC	tumor	3.1079
ACC	tumor	2.8582
ACC	tumor	4.9519
ACC	tumor	3.1145
ACC	tumor	3.1327
ACC	tumor	3.8531
ACC	tumor	4.2929
ACC	tumor	2.5487
ACC	tumor	4.1136
ACC	tumor	3.162
ACC	tumor	4.7587
ACC	tumor	4.0584
ACC	tumor	3.5947
ACC	tumor	4.0575
ACC	tumor	3.9543
ACC	tumor	2.6418
ACC	tumor	3.8491
ACC	tumor	4.2578
ACC	tumor	3.8808
ACC	tumor	2.3337
ACC	tumor	4.1828
ACC	tumor	3.5851
ACC	tumor	5.1396
ACC	tumor	3.4765
ACC	tumor	4.5898
ACC	tumor	2.6114
ACC	tumor	4.001
ACC	tumor	4.162
ACC	tumor	4.5066
ACC	tumor	4.0722
ACC	tumor	3.2617
ACC	tumor	5.5996
ACC	tumor	5.1563
ACC	tumor	2.5511
ACC	tumor	3.3364
ACC	tumor	2.9655
ACC	tumor	2.9338
ACC	tumor	4.3385
ACC	tumor	2.2813
ACC	tumor	3.2481
ACC	tumor	4.8812
ACC	tumor	4.735
ACC	tumor	3.5424
ACC	tumor	3.3633
ACC	tumor	4.3399
ACC	tumor	4.1351
ACC	tumor	1.6045
ACC	tumor	1.9749
ACC	tumor	4.208
ACC	tumor	3.3938
ACC	tumor	1.8957
ACC	tumor	4.8017
ACC	tumor	3.7507
ACC	tumor	4.1978
ACC	tumor	3.5424
ACC	tumor	5.1073
ACC	tumor	4.6662
ACC	tumor	4.0722
ACC	tumor	3.0808
ACC	tumor	3.6312
ACC	tumor	4.6306
ACC	tumor	3.0619
ACC	tumor	2.7051
BLCA	normal	4.8445
BLCA	normal	4.7077
BLCA	normal	4.504
BLCA	normal	4.7767
BLCA	normal	4.0269
BLCA	normal	5.0339
BLCA	normal	4.706
BLCA	normal	3.7898
BLCA	normal	4.3227
BLCA	tumor	5.7247
BLCA	tumor	6.2099
BLCA	tumor	5.2724
BLCA	tumor	4.9695
BLCA	tumor	4.2009
BLCA	tumor	6.5105
BLCA	tumor	5.682
BLCA	tumor	5.1672
BLCA	tumor	5.2791
BLCA	tumor	4.6399
BLCA	tumor	4.0497
BLCA	tumor	5.6488
BLCA	tumor	4.6787
BLCA	tumor	5.6077
BLCA	tumor	3.4048
BLCA	tumor	5.2806
BLCA	tumor	5.9418
BLCA	tumor	5.337
BLCA	tumor	5.9521
BLCA	tumor	5.7277
BLCA	tumor	5.9435
BLCA	tumor	5.7916
BLCA	tumor	5.4033
BLCA	tumor	3.9506
BLCA	tumor	3.643964
BLCA	tumor	5.187876
BLCA	tumor	4.466034
BLCA	normal	4.1425
BLCA	tumor	6.3409
BLCA	tumor	3.9524
BLCA	tumor	6.2717
BLCA	tumor	4.858
BLCA	tumor	5.2958
BLCA	tumor	2.1345
BLCA	normal	3.8954
BLCA	tumor	5.5435
BLCA	tumor	4.9284
BLCA	tumor	4.9117
BLCA	normal	4.5205
BLCA	tumor	5.2991
BLCA	normal	3.7539
BLCA	tumor	4.976
BLCA	tumor	6.8338
BLCA	normal	4.836
BLCA	tumor	6.3577
BLCA	tumor	6.8605
BLCA	normal	5.6617
BLCA	tumor	2.0254
BLCA	tumor	6.2112
BLCA	normal	5.2954
BLCA	tumor	5.8699
BLCA	normal	4.3958
BLCA	tumor	6.0997
BLCA	tumor	4.3385
BLCA	tumor	6.0128
BLCA	tumor	5.2377
BLCA	tumor	6.0226
BLCA	tumor	4.7656
BLCA	tumor	3.6635
BLCA	tumor	6.0547
BLCA	tumor	1.2756
BLCA	tumor	4.7603
BLCA	tumor	5.4155
BLCA	tumor	5.9969
BLCA	tumor	4.5436
BLCA	tumor	5.2765
BLCA	tumor	4.1027
BLCA	tumor	3.8808
BLCA	tumor	4.4855
BLCA	tumor	5.2502
BLCA	tumor	4.4647
BLCA	tumor	5.656
BLCA	tumor	5.7074
BLCA	tumor	5.2777
BLCA	tumor	6.1033
BLCA	tumor	5.0691
BLCA	tumor	5.17
BLCA	tumor	5.1273
BLCA	tumor	5.3792
BLCA	tumor	5.1843
BLCA	tumor	4.2088
BLCA	tumor	5.2426
BLCA	tumor	4.9686
BLCA	tumor	5.4006
BLCA	tumor	4.717
BLCA	tumor	6.1767
BLCA	tumor	2.4171
BLCA	normal	4.3583
BLCA	tumor	5.2548
BLCA	tumor	4.5717
BLCA	normal	4.8269
BLCA	tumor	4.3793
BLCA	tumor	4.3548
BLCA	tumor	5.306
BLCA	tumor	2.128
BLCA	tumor	4.7099
BLCA	tumor	4.4562
BLCA	tumor	6.0159
BLCA	tumor	3.4384
BLCA	tumor	4.1044
BLCA	tumor	5.9969
BLCA	tumor	3.2915
BLCA	tumor	6.863
BLCA	tumor	5.4954
BLCA	tumor	6.563
BLCA	tumor	5.3169
BLCA	tumor	6.0074
BLCA	tumor	4.6323
BLCA	tumor	2.9205
BLCA	tumor	5.0251
BLCA	tumor	5.2483
BLCA	tumor	3.2541
BLCA	tumor	5.6419
BLCA	tumor	5.7156
BLCA	tumor	5.8202
BLCA	tumor	6.2702
BLCA	tumor	4.5904
BLCA	tumor	1.8524
BLCA	tumor	5.0497
BLCA	tumor	5.797
BLCA	tumor	5.5693
BLCA	tumor	4.2056
BLCA	tumor	4.4236
BLCA	tumor	5.6165
BLCA	tumor	4.6577
BLCA	tumor	5.6268
BLCA	tumor	5.4229
BLCA	tumor	3.6566
BLCA	tumor	5.9108
BLCA	tumor	5.753
BLCA	tumor	6.2447
BLCA	tumor	2.362
BLCA	tumor	2.5511
BLCA	tumor	4.1962
BLCA	tumor	5.7887
BLCA	tumor	5.8273
BLCA	tumor	5.0348
BLCA	tumor	3.8075
BLCA	tumor	4.9241
BLCA	tumor	5.2296
BLCA	tumor	5.8455
BLCA	tumor	3.2647
BLCA	tumor	4.5173
BLCA	tumor	5.5107
BLCA	tumor	3.7625
BLCA	tumor	6.1757
BLCA	tumor	5.8164
BLCA	tumor	2.6805
BLCA	tumor	4.8694
BLCA	tumor	5.8822
BLCA	tumor	4.7296
BLCA	tumor	5.569
BLCA	tumor	5.1831
BLCA	tumor	2.8137
BLCA	tumor	5.1445
BLCA	tumor	4.8675
BLCA	tumor	4.3958
BLCA	tumor	6.1088
BLCA	tumor	6.29
BLCA	tumor	4.7693
BLCA	tumor	5.6585
BLCA	tumor	4.8228
BLCA	tumor	5.4932
BLCA	tumor	5.7866
BLCA	tumor	4.7334
BLCA	tumor	4.3793
BLCA	tumor	4.4257
BLCA	tumor	5.5198
BLCA	tumor	3.3661
BLCA	tumor	6.5981
BLCA	tumor	5.1102
BLCA	tumor	5.3972
BLCA	tumor	3.1245
BLCA	tumor	4.9878
BLCA	tumor	4.7913
BLCA	tumor	4.4317
BLCA	tumor	5.1498
BLCA	tumor	5.3491
BLCA	tumor	4.5021
BLCA	tumor	5.6005
BLCA	tumor	4.7693
BLCA	tumor	3.4752
BLCA	tumor	5.7458
BLCA	tumor	3.4791
BLCA	tumor	5.5245
BLCA	tumor	2.7336
BLCA	tumor	3.7688
BLCA	tumor	6.3563
BLCA	tumor	4.7258
BLCA	tumor	5.3576
BLCA	tumor	5.9086
BLCA	tumor	5.5323
BLCA	tumor	6.2987
BLCA	tumor	4.9246
BLCA	tumor	4.573
BLCA	tumor	4.6381
BLCA	tumor	4.3399
BLCA	tumor	4.8753
BLCA	tumor	4.079
BLCA	tumor	3.6184
BLCA	tumor	5.76
BLCA	tumor	4.8983
BLCA	tumor	4.8778
BLCA	tumor	4.6725
BLCA	tumor	5.306
BLCA	tumor	5.6758
BLCA	tumor	4.4529
BLCA	tumor	3.8847
BLCA	tumor	4.9964
BLCA	tumor	4.8485
BLCA	tumor	5.2254
BLCA	tumor	5.2965
BLCA	tumor	4.4861
BLCA	tumor	5.5838
BLCA	tumor	4.4686
BLCA	tumor	2.2813
BLCA	tumor	3.5337
BLCA	tumor	5.1256
BLCA	tumor	6.5967
BLCA	tumor	4.5796
BLCA	tumor	5.4473
BLCA	tumor	3.1294
BLCA	tumor	5.5239
BLCA	tumor	5.0734
BLCA	tumor	5.9716
BLCA	tumor	5.5787
BLCA	tumor	5.9665
BLCA	tumor	5.4121
BLCA	tumor	4.5117
BLCA	tumor	5.726
BLCA	tumor	3.6254
BLCA	tumor	5.8258
BLCA	tumor	3.7072
BLCA	tumor	4.7442
BLCA	tumor	5.1035
BLCA	tumor	4.6787
BLCA	tumor	5.0291
BLCA	tumor	6.3189
BLCA	tumor	2.5462
BLCA	tumor	4.7629
BLCA	tumor	4.437
BLCA	tumor	5.5286
BLCA	tumor	1.683
BLCA	normal	4.6787
BLCA	tumor	5.8038
BLCA	tumor	5.6591
BLCA	tumor	3.5249
BLCA	tumor	4.5192
BLCA	tumor	5.6047
BLCA	tumor	5.3699
BLCA	normal	4.5423
BLCA	tumor	5.2173
BLCA	tumor	6.1496
BLCA	tumor	4.0357
BLCA	tumor	4.3896
BLCA	normal	4.0619
BLCA	tumor	5.2698
BLCA	normal	4.764
BLCA	tumor	5.1799
BLCA	normal	5.2068
BLCA	tumor	5.6775
BLCA	normal	5.5407
BLCA	tumor	7.032
BLCA	tumor	3.9617
BLCA	tumor	5.7748
BLCA	tumor	5.9528
BLCA	tumor	2.0673
BLCA	tumor	4.7735
BLCA	tumor	5.2917
BLCA	tumor	5.3744
BLCA	tumor	6.1014
BLCA	tumor	3.3563
BLCA	tumor	5.5404
BLCA	tumor	4.5361
BLCA	tumor	2.9911
BLCA	tumor	1.2934
BLCA	tumor	5.3789
BLCA	tumor	6.2902
BLCA	tumor	5.9468
BLCA	tumor	3.0163
BLCA	tumor	4.5626
BLCA	tumor	5.4223
BLCA	tumor	6.4177
BLCA	tumor	4.97
BLCA	tumor	3.5174
BLCA	tumor	4.2795
BLCA	tumor	5.4333
BLCA	tumor	5.5687
BLCA	tumor	4.7231
BLCA	tumor	5.7345
BLCA	tumor	4.9393
BLCA	tumor	5.7898
BLCA	tumor	4.6253
BLCA	tumor	5.6306
BLCA	tumor	3.603
BLCA	tumor	5.1132
BLCA	tumor	6.2882
BLCA	normal	5.7616
BLCA	tumor	3.3842
BLCA	tumor	5.48
BLCA	tumor	5.0811
BLCA	normal	4.2691
BLCA	tumor	6.4446
BLCA	tumor	5.3342
BLCA	normal	4.6277
BLCA	tumor	3.1426
BLCA	tumor	4.8876
BLCA	tumor	3.9223
BLCA	tumor	5.0027
BLCA	tumor	4.986
BLCA	tumor	3.4048
BLCA	tumor	4.1652
BLCA	tumor	5.442
BLCA	tumor	5.865
BLCA	tumor	4.2064
BLCA	tumor	3.4304
BLCA	tumor	3.2096
BLCA	tumor	3.1781
BLCA	tumor	5.7148
BLCA	tumor	4.2274
BLCA	tumor	4.4602
BLCA	tumor	4.2973
BLCA	tumor	5.2895
BLCA	tumor	4.079
BLCA	tumor	4.856
BLCA	tumor	5.278
BLCA	tumor	4.957
BLCA	tumor	4.862
BLCA	tumor	5.4712
BLCA	tumor	5.2702
BLCA	tumor	3.5827
BLCA	tumor	4.935
BLCA	tumor	3.2988
BLCA	tumor	1.196
BLCA	tumor	5.1651
BLCA	tumor	3.871
BLCA	tumor	5.7099
BLCA	tumor	5.7918
BLCA	tumor	5.9702
BLCA	tumor	3.2313
BLCA	tumor	4.7798
BLCA	tumor	3.4856
BLCA	tumor	5.0175
BLCA	tumor	5.037
BLCA	tumor	4.7033
BLCA	tumor	4.5192
BLCA	tumor	4.7924
BLCA	tumor	4.2001
BLCA	tumor	2.876
BLCA	tumor	5.8709
BLCA	tumor	4.9298
BLCA	tumor	5.445
BLCA	tumor	4.8228
BLCA	tumor	3.2328
BLCA	tumor	4.6531
BLCA	tumor	6.4604
BLCA	tumor	3.1344
BLCA	tumor	4.9402
BLCA	tumor	5.0505
BLCA	tumor	5.1958
BLCA	tumor	4.7523
BLCA	tumor	5.0794
BLCA	tumor	2.96
BLCA	tumor	5.0427
BLCA	tumor	3.3307
BLCA	tumor	5.6265
BLCA	tumor	5.1736
BLCA	tumor	5.9006
BLCA	tumor	3.7475
BLCA	tumor	4.8758
BLCA	tumor	5.3363
BLCA	tumor	4.8739
BLCA	tumor	4.3046
BLCA	tumor	4.3583
BLCA	tumor	4.0841
BLCA	tumor	7.3071
BLCA	tumor	5.6282
BLCA	tumor	4.7861
BLCA	tumor	4.9796
BLCA	tumor	2.8301
BLCA	tumor	5.3937
BLCA	tumor	6.4293
BLCA	tumor	5.7586
BLCA	tumor	4.6491
BLCA	tumor	4.8329
BLCA	tumor	5.9437
BLCA	tumor	4.565
BLCA	tumor	4.6352
BLCA	tumor	5.5753
BLCA	tumor	6.5626
BLCA	tumor	4.1044
BLCA	tumor	5.2884
BLCA	tumor	5.3886
BLCA	tumor	5.6775
BLCA	tumor	4.836
BLCA	tumor	6.2608
BLCA	tumor	4.4751
BLCA	tumor	5.4172
BLCA	tumor	5.7701
BLCA	tumor	4.7453
BLCA	tumor	5.6338
BLCA	tumor	6.0061
BLCA	tumor	4.3213
BLCA	tumor	3.9847
BLCA	tumor	5.3191
BLCA	tumor	5.0233
BLCA	tumor	5.5361
BLCA	tumor	1.8484
BLCA	tumor	6.1006
BLCA	tumor	4.6804
BLCA	tumor	3.9299
BLCA	tumor	3.2267
BLCA	tumor	5.1688
BLCA	tumor	5.8179
BLCA	tumor	5.6857
BLCA	tumor	0.9862
BLCA	tumor	5.5113
BLCA	tumor	2.694
BLCA	tumor	4.8758
BLCA	tumor	4.4067
BLCA	tumor	3.2343
BLCA	tumor	5.2499
BLCA	tumor	6.348
BLCA	tumor	3.741
BLCA	tumor	5.5145
BLCA	tumor	5.1019
BRCA	normal	4.2624
BRCA	normal	4.4223
BRCA	normal	3.4048
BRCA	normal	3.6623
BRCA	normal	4.5098
BRCA	normal	4.402
BRCA	normal	3.5742
BRCA	normal	4.435
BRCA	normal	5.5081
BRCA	normal	3.8739
BRCA	normal	4.7464
BRCA	normal	3.2617
BRCA	normal	3.838
BRCA	normal	5.2976
BRCA	normal	4.1327
BRCA	normal	4.3024
BRCA	normal	3.7614
BRCA	normal	3.7656
BRCA	normal	4.5868
BRCA	normal	4.6742
BRCA	normal	4.0824
BRCA	normal	4.7296
BRCA	normal	4.6882
BRCA	normal	4.7893
BRCA	normal	3.6555
BRCA	normal	4.5862
BRCA	normal	4.5754
BRCA	normal	3.6113
BRCA	normal	4.3931
BRCA	normal	3.695
BRCA	normal	4.0943
BRCA	normal	4.0216
BRCA	normal	4.9649
BRCA	normal	4.3002
BRCA	normal	3.7017
BRCA	normal	5
BRCA	normal	5.14
BRCA	normal	3.9663
BRCA	normal	4.3979
BRCA	normal	5.0527
BRCA	normal	4.6479
BRCA	normal	3.5436
BRCA	normal	4.6894
BRCA	normal	4.3039
BRCA	normal	4.5374
BRCA	normal	3.9617
BRCA	normal	4.2721
BRCA	normal	4.6029
BRCA	normal	3.6669
BRCA	normal	4.8934
BRCA	normal	4.3548
BRCA	normal	3.6657
BRCA	normal	5.0197
BRCA	normal	4.3883
BRCA	normal	5.0679
BRCA	normal	4.7323
BRCA	normal	4.245
BRCA	normal	4.2548
BRCA	normal	4.6787
BRCA	normal	3.7486
BRCA	normal	4.9426
BRCA	normal	4.6101
BRCA	normal	4.863
BRCA	normal	3.9774
BRCA	normal	4.2593
BRCA	normal	4.5988
BRCA	normal	3.2677
BRCA	normal	3.9636
BRCA	normal	3.8239
BRCA	normal	4.5826
BRCA	normal	3.2174
BRCA	normal	4.1923
BRCA	normal	3.6646
BRCA	normal	4.5104
BRCA	normal	4.1294
BRCA	normal	5.0215
BRCA	normal	5.1997
BRCA	normal	5.1437
BRCA	normal	4.686
BRCA	normal	3.8944
BRCA	normal	3.5047
BRCA	normal	4.1636
BRCA	normal	3.7646
BRCA	normal	5.0063
BRCA	normal	4.528
BRCA	normal	4.9426
BRCA	normal	4.7528
BRCA	normal	4.2751
BRCA	normal	4.3814
BRCA	normal	4.6497
BRCA	normal	4.4615
BRCA	normal	3.9468
BRCA	normal	4.382
BRCA	normal	5.054
BRCA	normal	4.0454
BRCA	normal	5.2472
BRCA	normal	4.741
BRCA	normal	4.4074
BRCA	normal	4.6224
BRCA	normal	5.0683
BRCA	normal	4.5874
BRCA	normal	3.992
BRCA	normal	4.4983
BRCA	normal	4.9658
BRCA	normal	4.6439
BRCA	normal	3.5523
BRCA	normal	3.2647
BRCA	normal	4.7661
BRCA	normal	4.528
BRCA	normal	4.449
BRCA	normal	4.8605
BRCA	normal	4.2427
BRCA	normal	4.7394
BRCA	normal	3.3235
BRCA	normal	4.4257
BRCA	normal	4.3965
BRCA	normal	4.8992
BRCA	normal	4.4549
BRCA	normal	4.3862
BRCA	normal	5.0352
BRCA	normal	4.7746
BRCA	normal	4.3133
BRCA	normal	3.8501
BRCA	normal	3.6759
BRCA	normal	3.981
BRCA	normal	3.3938
BRCA	normal	3.7313
BRCA	normal	3.4517
BRCA	normal	4.1228
BRCA	normal	4.4938
BRCA	normal	4.7485
BRCA	normal	4.6719
BRCA	normal	5.0122
BRCA	normal	4.048
BRCA	normal	4.4101
BRCA	normal	4.1899
BRCA	normal	4.8304
BRCA	normal	4.7955
BRCA	normal	4.4496
BRCA	normal	4.2165
BRCA	normal	4.3903
BRCA	normal	3.8621
BRCA	normal	3.3148
BRCA	normal	3.8866
BRCA	normal	3.831
BRCA	normal	4.8233
BRCA	normal	4.1252
BRCA	normal	4.2488
BRCA	normal	4.9865
BRCA	normal	5.391
BRCA	normal	4.2419
BRCA	normal	3.6983
BRCA	normal	3.652
BRCA	normal	4.1409
BRCA	normal	4.5862
BRCA	normal	4.9837
BRCA	normal	4.1277
BRCA	normal	4.479
BRCA	normal	4.6083
BRCA	normal	3.9755
BRCA	normal	3.2929
BRCA	normal	3.3773
BRCA	normal	4.5015
BRCA	normal	4.5717
BRCA	normal	4.2457
BRCA	normal	4.1327
BRCA	normal	4.7115
BRCA	normal	4.8817
BRCA	normal	4.2343
BRCA	normal	3.9636
BRCA	normal	4.4693
BRCA	normal	4.1368
BRCA	normal	3.4958
BRCA	normal	4.8997
BRCA	normal	5.0726
BRCA	normal	4.1417
BRCA	normal	3.837
BRCA	normal	4.166
BRCA	normal	3.9774
BRCA	tumor	5.445
BRCA	tumor	3.4464
BRCA	tumor	4.9463
BRCA	tumor	5.1073
BRCA	tumor	5.44
BRCA	tumor	5.2392
BRCA	tumor	5.5463
BRCA	tumor	6.0564
BRCA	tumor	6.8155
BRCA	tumor	5.2806
BRCA	tumor	5.2698
BRCA	tumor	5.3345
BRCA	tumor	5.5711
BRCA	tumor	5.0579
BRCA	tumor	5.7785
BRCA	tumor	4.842
BRCA	tumor	7.4459
BRCA	tumor	4.8064
BRCA	tumor	5.8425
BRCA	tumor	7.0388
BRCA	tumor	3.1781
BRCA	tumor	3.7888
BRCA	tumor	6.0726
BRCA	tumor	2.7205
BRCA	tumor	3.945
BRCA	tumor	4.6697
BRCA	tumor	6.5797
BRCA	tumor	2.3479
BRCA	tumor	5.1048
BRCA	tumor	4.848
BRCA	tumor	5.0674
BRCA	tumor	4.851
BRCA	tumor	5.1123
BRCA	tumor	6.0128
BRCA	tumor	6.603
BRCA	tumor	4.8022
BRCA	tumor	5.7613
BRCA	tumor	5.6369
BRCA	tumor	4.981
BRCA	tumor	6.1404
BRCA	tumor	4.6905
BRCA	tumor	4.6497
BRCA	tumor	5.2111
BRCA	tumor	3.0163
BRCA	tumor	5.3442
BRCA	tumor	5.1194
BRCA	tumor	5.6306
BRCA	tumor	2.6962
BRCA	tumor	3.417
BRCA	tumor	4.1053
BRCA	tumor	6.6907
BRCA	tumor	5.0135
BRCA	tumor	5.9317
BRCA	tumor	5.1555
BRCA	tumor	5.489
BRCA	tumor	5.0113
BRCA	tumor	5.7326
BRCA	tumor	4.5547
BRCA	tumor	5.1796
BRCA	tumor	6.2847
BRCA	tumor	6.109
BRCA	tumor	5.1518
BRCA	tumor	5.2906
BRCA	tumor	5.0704
BRCA	tumor	5.7714
BRCA	tumor	5.9191
BRCA	tumor	5.1879
BRCA	tumor	5.7326
BRCA	tumor	4.6451
BRCA	tumor	6.8907
BRCA	tumor	5.0691
BRCA	tumor	6.0803
BRCA	tumor	5.4286
BRCA	tumor	5.322
BRCA	tumor	3.7453
BRCA	tumor	5.1433
BRCA	tumor	6.2655
BRCA	tumor	5.5574
BRCA	tumor	6.0989
BRCA	tumor	4.9714
BRCA	tumor	6.0715
BRCA	tumor	2.6043
BRCA	tumor	5.9479
BRCA	tumor	4.2526
BRCA	tumor	5.745
BRCA	tumor	5.542
BRCA	tumor	4.1425
BRCA	tumor	5.6448
BRCA	tumor	5.6963
BRCA	tumor	5.7626
BRCA	tumor	5.865
BRCA	tumor	4.402
BRCA	tumor	6.0693
BRCA	tumor	6.267
BRCA	tumor	5.9957
BRCA	tumor	5.1355
BRCA	tumor	3.7625
BRCA	tumor	4.691
BRCA	tumor	5.6921
BRCA	tumor	6.8975
BRCA	tumor	5.6597
BRCA	tumor	5.6871
BRCA	tumor	6.5977
BRCA	tumor	4.3541
BRCA	tumor	5.4307
BRCA	tumor	5.151
BRCA	tumor	6.1924
BRCA	tumor	4.865
BRCA	tumor	3.5337
BRCA	tumor	5.9894
BRCA	tumor	6.0317
BRCA	tumor	3.6994
BRCA	tumor	5.2204
BRCA	tumor	6.6503
BRCA	tumor	4.1368
BRCA	tumor	5.0032
BRCA	tumor	3.9356
BRCA	tumor	5.4483
BRCA	tumor	7.2014
BRCA	tumor	5.8468
BRCA	tumor	5.0383
BRCA	tumor	4.7872
BRCA	tumor	5.4647
BRCA	tumor	5.3342
BRCA	tumor	5.0536
BRCA	tumor	6.2275
BRCA	normal	5.2036
BRCA	tumor	5.0884
BRCA	tumor	5.6764
BRCA	normal	4.9279
BRCA	tumor	5.5868
BRCA	tumor	4.5663
BRCA	normal	3.7709
BRCA	tumor	6.0633
BRCA	tumor	4.13242
BRCA	normal	4.4842
BRCA	tumor	4.953435
BRCA	normal	5.0892
BRCA	tumor	2.482211
BRCA	tumor	4.555249
BRCA	normal	4.7312
BRCA	tumor	5.753
BRCA	normal	4.9677
BRCA	tumor	4.192276
BRCA	normal	3.8759
BRCA	tumor	5.4728
BRCA	tumor	4.238114
BRCA	tumor	4.813894
BRCA	tumor	5.9706
BRCA	tumor	4.6821
BRCA	tumor	4.530531
BRCA	tumor	4.994147
BRCA	tumor	3.6254
BRCA	tumor	4.506
BRCA	tumor	5.0532
BRCA	tumor	5.881
BRCA	tumor	5.9572
BRCA	tumor	5.4542
BRCA	tumor	5.2917
BRCA	tumor	5.5823
BRCA	tumor	5.1144
BRCA	tumor	4.3646
BRCA	tumor	5.4712
BRCA	tumor	6.0164
BRCA	tumor	7.3349
BRCA	tumor	5.7594
BRCA	tumor	3.0393
BRCA	tumor	2.3308
BRCA	tumor	5.5753
BRCA	tumor	4.8385
BRCA	tumor	4.7099
BRCA	tumor	5.7055
BRCA	tumor	4.8939
BRCA	tumor	3.4661
BRCA	tumor	4.6071
BRCA	tumor	5.0462
BRCA	tumor	6.0242
BRCA	tumor	5.4835
BRCA	tumor	3.5461
BRCA	tumor	5.5832
BRCA	tumor	3.0252
BRCA	tumor	4.7709
BRCA	tumor	6.0999
BRCA	tumor	2.5876
BRCA	tumor	3.4958
BRCA	tumor	5.4199
BRCA	tumor	4.7809
BRCA	tumor	2.7401
BRCA	tumor	2.9432
BRCA	tumor	5.579
BRCA	tumor	6.6723
BRCA	tumor	4.0392
BRCA	tumor	5.2586
BRCA	tumor	5.7632
BRCA	tumor	6.4155
BRCA	tumor	3.6006
BRCA	tumor	4.7247
BRCA	tumor	6.0119
BRCA	tumor	5.8684
BRCA	tumor	4.2631
BRCA	tumor	5.6393
BRCA	tumor	5.4948
BRCA	tumor	5.7088
BRCA	tumor	5.5069
BRCA	tumor	5.7929
BRCA	tumor	3.2647
BRCA	tumor	5.0215
BRCA	tumor	5.4598
BRCA	tumor	6.04
BRCA	tumor	2.4279
BRCA	tumor	6.4469
BRCA	tumor	4.951
BRCA	tumor	4.7005
BRCA	tumor	4.9486
BRCA	tumor	5.4722
BRCA	tumor	4.8929
BRCA	tumor	3.7646
BRCA	tumor	5.4941
BRCA	tumor	3.5337
BRCA	tumor	3.927
BRCA	tumor	5.5454
BRCA	tumor	6.3122
BRCA	tumor	5.6582
BRCA	tumor	5.8235
BRCA	tumor	4.6548
BRCA	tumor	5.1289
BRCA	tumor	6.0162
BRCA	tumor	5.0383
